Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Coordonnee X;Coordonnee Y;Latitude;Longitude;Appariement;Localisation;Code nature uai;Nature uai;Etat établissement;Libellé état établissement;Code département;Code région;Code académie;Position
0592973L;Lycée professionnel privé Saint François d'Assise;LYCEE PROFESSIONNEL PRIVE;SAINT FRANCOIS D'ASSISE;Privé;59 avenue DE LA FOSSE AUX CHENES;;BP542;59060;ROUBAIX CEDEX 1;712315.7;7066738.2;50.69730739216759;3.174002225159695;Correcte;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.6973073922, 3.17400222516
0593114P;Lycée général privé Saint Paul;LYCEE GENERAL PRIVE;SAINT PAUL;Privé;25 bis rue COLBERT;;;59000;LILLE;703442.8;7058998.3;50.62796270309429;3.048574363126944;Parfaite;Numéro de rue;302;Lycée d'enseignement général;1;Ouvert;59;32;09;50.6279627031, 3.04857436313
0593125B;Collège privé Sacré-Coeur;COLLEGE PRIVE;SACRE COEUR;Privé;26 rue MARTHE NOLLET;;;59250;HALLUIN;708685.1;7076174.0;50.78203448443018;3.122914954124251;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7820344844, 3.12291495412
0593179K;Collège Claude Lévi Strauss;COLLEGE;CLAUDE LEVI STRAUSS;Public;1 place Leroux de Fauquemont;;;59000;LILLE;702613.3;7059371.5;50.63131594735741;3.036873433028744;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6313159474, 3.03687343303
0593198F;Collège privé Communautaire;COLLEGE PRIVE;COMMUNAUTAIRE;Privé;36 rue LOUIS CONSTANT;;;59491;VILLENEUVE D ASCQ;709590.4;7062226.8;50.656871473428254;3.135388654936233;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6568714734, 3.13538865494
0593217B;Collège privé Charles Péguy;COLLEGE PRIVE;CHARLES PEGUY;Privé;15 place du Théâtre;;BP90279;59202;TOURCOING CEDEX;710711.7;7069282.3;50.7201658871394;3.1514091118123555;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7201658871, 3.15140911181
0593218C;Collège privé Lacordaire;COLLEGE PRIVE;LACORDAIRE;Privé;28 rue EMILE ZOLA;;BP2;59370;MONS EN BAROEUL;706793.0;7060522.4;50.641612859281494;3.095868307971088;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6416128593, 3.09586830797
0593225K;Lycée privé de Marcq;LYCEE PRIVE;LYCEE PRIVE DE MARCQ;Privé;170 rue DU COLLEGE;;CS42033;59702;MARCQ EN BAROEUL CEDEX;707593.6;7064823.2;50.68019856406294;3.1072494490559386;Correcte;Numéro de rue;302;Lycée d'enseignement général;1;Ouvert;59;32;09;50.6801985641, 3.10724944906
0593228N;Collège Jean Moulin;COLLEGE;JEAN MOULIN;Public;71 rue VAUBAN;;BP50002;59871;ST ANDRE CEDEX;703439.0;7062349.2;50.65803418001006;3.0485498176203127;Imparfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.65803418, 3.04854981762
0593237Y;Collège Gernez Rieux;COLLEGE;GERNEZ RIEUX;Public;55 rue CHARLES SAINT VENANT;;;59790;RONCHIN;706439.0;7055697.2;50.59831313028412;3.0907940776460565;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5983131303, 3.09079407765
0593238Z;Section d'enseignement général et professionnel adapté du Collège Gernez Rieux;SEGPA;CLG GERNEZ RIEUX;Public;55 rue CHARLES SAINT VENANT;;;59790;RONCHIN;706485.5;7055777.7;50.599035114001865;3.0914510718591894;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.599035114, 3.09145107186
0593242D;Collège Gustave Nadaud;COLLEGE;GUSTAVE NADAUD;Public;1 rue DU SYNDICAT;;;59150;WATTRELOS;713999.0;7068028.2;50.70884740732559;3.1978302784174524;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7088474073, 3.19783027842
0593245G;Section d'enseignement général et professionnel adapté du Collège Philippe de Commynes;SEGPA;CLG PHILIPPE DE COMMYNES;Public;7 rue SAINT EXUPERY;;BP80056;59559;COMINES CEDEX;700873.7;7073546.4;50.758518561306246;3.0123591357671446;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7585185613, 3.01235913577
