Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Coordonnee X;Coordonnee Y;Latitude;Longitude;Appariement;Localisation;Code nature uai;Nature uai;Etat établissement;Libellé état établissement;Code département;Code région;Code académie;Position
0593134L;Collège privé Dominique Savio;COLLEGE PRIVE;DOMINIQUE SAVIO;Privé;47 RUE DU BOURG;;BP63;59831;LAMBERSART CEDEX;701635.8;7061738.0;50.65255662376896;3.0230907595316263;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6525566238, 3.02309075953
0593140T;Collège privé Notre-Dame Immaculée;COLLEGE PRIVE;NOTRE-DAME IMMACULEE;Privé;7 place NOTRE DAME;;;59200;TOURCOING;710888.9;7069836.8;50.72513837546902;3.153929093808341;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7251383755, 3.15392909381
0593149C;Collège privé Charles de Foucauld;COLLEGE PRIVE;CHARLES DE FOUCAULD;Privé;93  CHAUSSÉE WATT;;;59200;TOURCOING;709470.1;7069885.3;50.725596768164415;3.133873671196407;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7255967682, 3.1338736712
0593152F;Collège privé Cardinal Liénart;COLLEGE PRIVE;CARDINAL LIENART;Privé;104 RUE DE MENIN;;;59200;TOURCOING;711037.8;7070218.1;50.728557159517976;3.1560446400384934;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7285571595, 3.15604464004
0593178J;Collège François Rabelais;COLLEGE;FRANCOIS RABELAIS;Public;Avenue DU CHANCELIER ADENAUER;;BP65;59370;MONS EN BAROEUL;708327.1;7060537.4;50.64172886934788;3.117519053486168;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6417288693, 3.11751905349
0593231S;Collège Albert Schweitzer;COLLEGE;ALBERT SCHWEITZER;Public;5 rue DU COLLEGE;;BP47;59480;LA BASSEE;686743.4;7049280.2;50.54061238996263;2.8132875607759735;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.54061239, 2.81328756078
0593234V;Collège Albert Ball;COLLEGE;ALBERT BALL;Public;Boulevard LEON BLUM;;BP20038;59112;ANNOEULLIN;695188.2;7048429.6;50.53309994143366;2.932238426180059;Parfaite;Rue;340;Collège;1;Ouvert;59;32;09;50.5330999414, 2.93223842618
0593241C;Collège Albert Calmette;COLLEGE;ALBERT CALMETTE;Public;30 rue GASTON HEURTEMATTE;;BP89;59442;WASQUEHAL CEDEX;708934.3;7063558.9;50.66883531447424;3.1261564855645942;Correcte;Rue;340;Collège;1;Ouvert;59;32;09;50.6688353145, 3.12615648556
0593541D;Ecole primaire Lalo-Clement Laurent Niv 2;ECOLE PRIMAIRE PUBLIQUE;LALO-CLEMENT GPE LAURENT NIV2;Public;3 rue des Déportés;;;59800;LILLE;705149.6;7059333.6;50.63096003448129;3.072659895524863;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6309600345, 3.07265989552
0593602V;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;DES VALETTES;Public;Place de la Liberté;;;59830;BOURGHELLES;717317.2;7052037.0;50.5652560815083;3.2440235877369625;Imparfaite;Ville;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5652560815, 3.24402358774
0593617L;Ecole primaire Simons;ECOLE PRIMAIRE PUBLIQUE;GROUPE SIMONS;Public;3 rue du Maire Castel;;;59320;EMMERIN;699790.6;7055115.4;50.593124798203995;2.997047629575502;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5931247982, 2.99704762958
0593658F;Collège Flandre;COLLEGE;FLANDRE;Public;64 bis rue DES GANTOIS;;BP45;59562;LA MADELEINE CEDEX;704613.2;7061751.0;50.652658361725656;3.065119524583582;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6526583617, 3.06511952458
0593289E;Ecole maternelle Mozart;ECOLE MATERNELLE PUBLIQUE;MOZART;Public;6 avenue de Bordeaux;;;59155;FACHES THUMESNIL;705445.7;7055552.3;50.59702215029497;3.076785925960257;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5970221503, 3.07678592596
0593475G;Collège Léon Blum;COLLEGE;LEON BLUM;Public;1 rue ROGER SALENGRO;;;59136;WAVRIN;695564.8;7052609.3;50.570616954786985;2.9374952542376307;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5706169548, 2.93749525424
0593526M;Ecole primaire du Bourg;ECOLE PRIMAIRE PUBLIQUE;DU BOURG;Public;Place du Général de Gaulle;;;59930;LA CHAPELLE D ARMENTIERES;693135.0;7063718.2;50.670291070584575;2.903060200871578;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6702910706, 2.90306020087
0593537Z;Ecole primaire Jacques Brel;ECOLE PRIMAIRE PUBLIQUE;JACQUES BREL;Public;39 rue de l'Eglise;;;59147;HERRIN;697592.8;7049588.7;50.54351735707692;2.966093890794589;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5435173571, 2.96609389079
0593554T;Ecole primaire Cabanis;ECOLE PRIMAIRE PUBLIQUE;CABANIS-BARA;Public;1 BIS RUE CABANIS;;;59800;LILLE;706638.9;7059837.2;50.63546539898091;3.093682053532571;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.635465399, 3.09368205353
0593555U;Ecole primaire du Capreau;ECOLE PRIMAIRE PUBLIQUE;DU CAPREAU;Public;6 rue Turgot;;;59290;WASQUEHAL;709922.0;7065395.6;50.685302323088585;3.140149274387506;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6853023231, 3.14014927439
0593630A;Ecole maternelle Lamartine Provinces Françaises;ECOLE MATERNELLE PUBLIQUE;LAMARTINE GPE PROVINCES FRANC.;Public;2 bis rue Ile-de-France;;;59370;MONS EN BAROEUL;708162.4;7060988.9;50.64578286489612;3.115203968087375;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6457828649, 3.11520396809
0593667R;Collège Albert Samain;COLLEGE;ALBERT SAMAIN;Public;66 rue D'ALGER;;BP435;59058;ROUBAIX CEDEX 1;713896.1;7066761.0;50.69747872976142;3.1963316024463957;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6974787298, 3.19633160245
0593700B;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;Privé;3 allée du Sacré Coeur;;;59780;CAMPHIN EN PEVELE;718607.3;7055126.3;50.592945240587774;3.2623474069110827;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5929452406, 3.26234740691
0593759R;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;Privé;1 RÉSIDENCE DE LA MAGE CUVELLE;;;59710;AVELIN;706133.5;7048819.7;50.536589728198365;3.086380245700001;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5365897282, 3.0863802457
0593768A;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;79 rue du Bois Saint Maur;;;59480;LA BASSEE;685850.4;7048325.2;50.53202118181919;2.8007441053909043;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5320211818, 2.80074410539
0593783S;Ecole primaire privée La Croix Blanche;ECOLE PRIMAIRE PRIVEE;LA CROIX BLANCHE;Privé;1739 AVENUE DU GENERAL DE GAULLE;;BP20003;59588;BONDUES CEDEX;707566.8;7069029.4;50.71794275271471;3.1069513995580302;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7179427527, 3.10695139956
0593814A;Ecole primaire privée Saint André;ECOLE PRIMAIRE PRIVEE;SAINT ANDRE;Privé;12 RUE D'HESPEL;;;59116;HOUPLINES;693019.7;7065719.9;50.68825235369644;2.901396769363006;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6882523537, 2.90139676936
0593834X;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;23 rue Maracci;;;59800;LILLE;704206.6;7061117.7;50.6469779713258;3.0593732752429843;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6469779713, 3.05937327524
0593859Z;Ecole primaire privée Notre-Dame Immaculée;ECOLE PRIMAIRE PRIVEE;NOTRE DAME IMMACULEE;Privé;18 rue des Anges;;;59200;TOURCOING;711074.5;7069301.5;50.720331822561995;3.1565377886083743;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7203318226, 3.15653778861
0593864E;Ecole primaire privée Notre-Dame de Lourdes;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LOURDES;Privé;16 rue Montaigne;;;59200;TOURCOING;711119.1;7070768.6;50.7334953199946;3.1572094937626956;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.73349532, 3.15720949376
0593898S;Ecole primaire privée Saint Luc;ECOLE PRIMAIRE PRIVEE;SAINT LUC;Privé;2 bis rue Echevin;;;59390;LYS LEZ LANNOY;715358.2;7064131.1;50.6738448735829;3.2168867833693904;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6738448736, 3.21688678337
0593908C;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;60 rue de Lille;;;59520;MARQUETTE LEZ LILLE;704641.4;7063995.3;50.672798229591585;3.065543889815569;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6727982296, 3.06554388982
0593921S;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;4 rue Gambetta;;;59840;PERENCHIES;698436.8;7063546.2;50.668783433114186;2.977926918390972;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6687834331, 2.97792691839
0593935G;Ecole primaire privée Saint Eloi;ECOLE PRIMAIRE PRIVEE;SAINT ELOI;Privé;19 rue Decottignies;;;59100;ROUBAIX;713216.9;7065225.5;50.68371472789214;3.1866842448105506;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6837147279, 3.18668424481
0594017W;Ecole primaire privée Sainte Philomène;ECOLE PRIMAIRE PRIVEE;SAINTE PHILOMENE;Privé;10 bis rue de l'Abbé Bonpain;;;59273;FRETIN;709374.8;7051053.5;50.55659873881709;3.132081169756513;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5565987388, 3.13208116976
0594047D;Ecole primaire privée Saint Charles;ECOLE PRIMAIRE PRIVEE;SAINT CHARLES;Privé;118 parvis Notre Dame;;;59850;NIEPPE;689851.0;7066620.8;50.69629298896011;2.856612908261516;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.696292989, 2.85661290826
0594053K;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;3 rue Léon Gambetta;;;59185;PROVIN;693526.8;7046152.2;50.51264364842999;2.9088789953148604;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5126436484, 2.90887899531
0594067A;Ecole primaire privée Marie Auxiliatrice;ECOLE PRIMAIRE PRIVEE;MARIE AUXILIATRICE;Privé;26 avenue Cordonnier;;;59100;ROUBAIX;713648.3;7064863.8;50.68045967609986;3.1927651282324097;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6804596761, 3.19276512823
0594075J;Ecole primaire privée Mère Térèsa;ECOLE PRIMAIRE PRIVEE;MERE TERESA;Privé;44 rue Rollin;;;59100;ROUBAIX;712482.6;7067504.5;50.704180348466984;3.17638444638298;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7041803485, 3.17638444638
0594114B;Ecole primaire privée Saint Jean;ECOLE PRIMAIRE PRIVEE;SAINT JEAN;Privé;111 rue de Roncq;;;59200;TOURCOING;710437.4;7070647.7;50.732422298546446;3.1475679783108452;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7324222985, 3.14756797831
0594115C;Ecole primaire privée Saint Pierre;ECOLE PRIMAIRE PRIVEE;SAINT PIERRE;Privé;85 rue du Bois;;;59200;TOURCOING;710086.1;7069655.2;50.72352239618879;3.142575837696415;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7235223962, 3.1425758377
0594122K;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;9 RUE DU BEAU RANG;;;59237;VERLINGHEM;699547.7;7064805.6;50.68008674022856;2.993611883319572;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6800867402, 2.99361188332
0594133X;Ecole primaire privée Notre-Dame de La Mousserie;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LA MOUSSERIE;Privé;Rue Henri Matisse;;;59150;WATTRELOS;712617.9;7068217.4;50.71057465975809;3.1783190353410746;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7105746598, 3.17831903534
0594218P;Ecole primaire Mendes France;ECOLE PRIMAIRE PUBLIQUE;MENDES FRANCE;Public;82 rue Pasteur;;;59496;SALOME;688611.6;7048405.5;50.5327983576157;2.8396251467547535;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5327983576, 2.83962514675
0594230C;Ecole primaire Paul Langevin niveau 1;ECOLE PRIMAIRE PUBLIQUE;PAUL LANGEVIN NIVEAU 1;Public;Rue Guy Môquet;;;59113;SECLIN;702403.9;7050577.7;50.552394032787355;3.033865602235702;Correcte;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5523940328, 3.03386560224
0594234G;Ecole maternelle Pascal;ECOLE MATERNELLE PUBLIQUE;PASCAL;Public;2 rue de Paris;;;59155;FACHES THUMESNIL;705032.5;7055471.5;50.59630045958025;3.070958667344417;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5963004596, 3.07095866734
0594244T;Ecole maternelle Charles Perrault;ECOLE MATERNELLE PUBLIQUE;CHARLES PERRAULT;Public;7 rue du Haut Vinage;;;59290;WASQUEHAL;708396.9;7062931.3;50.66321081294787;3.118554853062546;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6632108129, 3.11855485306
0594248X;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;18 rue de Wailly;;;59200;TOURCOING;711089.8;7069604.8;50.723053083391115;3.156762564325144;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7230530834, 3.15676256433
0595365L;Ecole maternelle Les coquelicots;ECOLE MATERNELLE PUBLIQUE;LES COQUELICOTS;Public;;RESIDENCE GUY MOLLET;;59221;BAUVIN;692392.0;7046886.7;50.519223588725524;2.892890800269288;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5192235887, 2.89289080027
0595372U;Ecole maternelle Paul Fort;ECOLE MATERNELLE PUBLIQUE;PAUL FORT;Public;Rue de Florence;;;59650;VILLENEUVE D ASCQ;708886.4;7059477.2;50.63220668714777;3.125388594016595;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6322066871, 3.12538859402
0595373V;Ecole primaire Paul Verlaine 16;ECOLE PRIMAIRE PUBLIQUE;PAUL VERLAINE;Public;1 rue VERMEER;;;59650;VILLENEUVE D ASCQ;709444.4;7058006.4;50.618998993101854;3.1332270378389153;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6189989931, 3.13322703784
0595396V;Collège privé La Salle;COLLEGE PRIVE;LA SALLE;Privé;2 rue Jean Levasseur;;;59000;LILLE;702892.6;7059072.5;50.62863139375211;3.0408121502414356;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6286313938, 3.04081215024
0595507R;Ecole primaire René Clair;ECOLE PRIMAIRE PUBLIQUE;RENE CLAIR;Public;Rue Jean Baptiste Carpeaux;;;59650;VILLENEUVE D ASCQ;711134.4;7060261.4;50.639208185958005;3.1571301946635644;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.639208186, 3.15713019466
0595602U;Ecole élémentaire François Villon;ECOLE ELEMENTAIRE PUBLIQUE;FRANCOIS VILLON;Public;10  RUE NAIN;;;59100;ROUBAIX;712227.8;7066283.4;50.6932280101608;3.172746277652542;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6932280102, 3.17274627765
0595672V;Ecole maternelle Michelet;ECOLE MATERNELLE PUBLIQUE;MICHELET;Public;24 rue Pasteur;;;59200;TOURCOING;711677.8;7069965.4;50.726278006179406;3.165085014579986;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7262780062, 3.16508501458
0595673W;Ecole primaire Léon Blum niveau 1;ECOLE PRIMAIRE PUBLIQUE;LEON BLUM NIVEAU 1;Public;Avenue Léo Lagrange;;;59280;ARMENTIERES;691952.7;7066364.5;50.694023797262645;2.886311311249145;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6940237973, 2.88631131125
0595786U;Lycée général et technologique Jean Prouvé;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN PROUVE;Public;2 rue DE LOMPRET;;BP327;59463;LOMME CEDEX;699913.2;7061467.4;50.650130390504096;2.9987748006887336;Moyenne;Numéro de rue;300;Lycée d'enseignement général et technologique;1;Ouvert;59;32;09;50.6501303905, 2.99877480069
0595825L;Ecole primaire privée Notre-Dame de Fatima;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE FATIMA;Privé;201  CHEMIN DE LA PATINERIE;;;59930;LA CHAPELLE D ARMENTIERES;692782.0;7061913.0;50.6540874296937;2.898108430848547;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6540874297, 2.89810843085
0595932C;Ecole primaire Le Petit Prince;ECOLE PRIMAIRE PUBLIQUE;LE PETIT PRINCE;Public;Rue Saint-Exupéry;;;59242;GENECH;715198.5;7048315.5;50.53190948150101;3.214026155308042;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5319094815, 3.21402615531
0595934E;Ecole primaire Marie Curie-Louis Pasteur;ECOLE PRIMAIRE PUBLIQUE;MARIE CURIE-LOUIS PASTEUR;Public;34 avenue de la Délivrance;;;59160;LILLE;699492.8;7060404.2;50.6405889127756;2.992842131258741;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6405889128, 2.99284213126
0596059R;Collège Jules Ferry;COLLEGE;JULES FERRY;Public;Rue DU CAPITAINE HAEZEBROUCK;;BP90038;59482;HAUBOURDIN CEDEX;699414.7;7057363.1;50.61329692588354;2.9917444307263454;Moyenne;Rue;340;Collège;1;Ouvert;59;32;09;50.6132969259, 2.99174443073
0596122J;Lycée général privé Jeannine Manuel;LYCEE GENERAL PRIVE;JEANNINE MANUEL;Privé;418 bis rue ALBERT BAILLY;;;59700;MARCQ EN BAROEUL;708587.7;7065960.3;50.690389501336504;3.12131443573563;Parfaite;Numéro de rue;302;Lycée d'enseignement général;1;Ouvert;59;32;09;50.6903895013, 3.12131443574
0596177U;Collège privé Sainte Claire;COLLEGE PRIVE;SAINTE CLAIRE;Privé;8 rue DES AUGUSTINS;;;59000;LILLE;704874.1;7059721.7;50.63444516597437;3.0687774136187205;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.634445166, 3.06877741362
0596203X;Ecole maternelle Jean Bart;ECOLE MATERNELLE PUBLIQUE;JEAN BART;Public;31 rue du Général de Wett;;;59000;LILLE;703124.5;7057183.2;50.61167485432224;3.0440691862800953;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6116748543, 3.04406918628
0596215K;Ecole primaire privée Saint Louis-Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SAINT LOUIS-SACRE COEUR;Privé;45 place DU GENERAL DE GAULLE;;;59850;NIEPPE;688655.1;7067456.6;50.70377229212144;2.8396930661610242;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7037722921, 2.83969306616
0596333N;Ecole primaire Albert Camus;ECOLE PRIMAIRE PUBLIQUE;ALBERT CAMUS;Public;221 rue Robert Schuman;;;59200;TOURCOING;712996.9;7071840.2;50.74307423941863;3.1837943001844224;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7430742394, 3.18379430018
0596336S;Ecole élémentaire privée Sainte Marie;ECOLE ELEMENTAIRE PRIVEE;SAINTE MARIE;Privé;30 rue de Warneton;;;59890;QUESNOY SUR DEULE;699961.8;7068620.9;50.71432319578467;2.9994601089969963;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7143231958, 2.999460109
0596351H;Ecole secondaire professionnelle privée Efficom-Nord;ECOLE 2D DEGRE PROF. PRIVEE;EFFICOM-NORD;Privé;159 boulevard de la Liberté;;;59000;LILLE;704479.1;7059354.9;50.63115636359466;3.0631995104691345;Parfaite;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.6311563636, 3.06319951047
0596393D;Ecole élémentaire Rameau;ECOLE ELEMENTAIRE PUBLIQUE;RAMEAU;Public;5 place de la Cessoie;;;59130;LAMBERSART;702601.9;7062339.8;50.657953881577846;3.036732063093155;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6579538816, 3.03673206309
0596394E;Ecole maternelle René Soetard;ECOLE MATERNELLE PUBLIQUE;RENE SOETARD;Public;Rue Marthe Hautebar;;;59390;SAILLY LEZ LANNOY;715839.8;7061260.2;50.64806973349652;3.2235730577569734;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6480697335, 3.22357305776
0596419G;Ecole élémentaire privée La Salle;ECOLE ELEMENTAIRE PRIVEE;LA SALLE;Privé;195 rue des Stations;;;59000;LILLE;702872.8;7058643.9;50.62478507478894;3.0405296850777144;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6247850748, 3.04052968508
0596426P;Ecole élémentaire Léo Lagrange;ECOLE ELEMENTAIRE PUBLIQUE;LEO LAGRANGE;Public;Avenue de l'Europe;;;59320;HAUBOURDIN;698341.7;7057534.7;50.61483502513263;2.976609209247949;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6148350251, 2.97660920925
0596471N;Ecole élémentaire Jacques Brel;ECOLE ELEMENTAIRE PUBLIQUE;GROUPE SCOL. JEANNE DE FLANDRE;Public;1 RUE DE TERDEGHEM;;;59520;MARQUETTE LEZ LILLE;702957.0;7063345.5;50.66697733382761;3.0417526583075762;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6669773338, 3.04175265831
0596500V;Ecole élémentaire;ECOLE ELEMENTAIRE PUBLIQUE;ANNE FRANK-JEAN MOULIN;Public;4 rue Louis Pergaud;;;59250;HALLUIN;707957.6;7075794.2;50.778636545698134;3.1126114367368642;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7786365457, 3.11261143674
0596541P;A COMPLETER;ECOLE ELEMENTAIRE PUBLIQUE;BUFFON;Public;5 rue Buffon;;;59100;ROUBAIX;712744.6;7067005.7;50.699699142700176;3.180070531878246;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6996991427, 3.18007053188
0596648F;Ecole primaire publique Chateaubriand;ECOLE PRIMAIRE PUBLIQUE;CHATEAUBRIAND;Public;6 rue de Fives;;;59650;VILLENEUVE D ASCQ;709319.2;7059214.2;50.62984013065071;3.1314892840035795;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6298401307, 3.131489284
0596653L;A COMPLETER;ECOLE ELEMENTAIRE PUBLIQUE;BALZAC-HUGO;Public;2 rue des Cinq Voies;;;59200;TOURCOING;711761.4;7068758.4;50.715445921712906;3.166230914687249;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7154459217, 3.16623091469
0596939X;Ecole secondaire privée hors contrat Averroès;ECOLE SECONDAIRE PRIVEE;AVERROES;Privé;65 rue DE LA PREVOYANCE;;;59000;LILLE;703872.9;7057401.3;50.61362800494607;3.054627041563003;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6136280049, 3.05462704156
0597061E;Ecole secondaire privée hors contrat Cours La Cordée;ECOLE SECONDAIRE PRIVEE;COURS LA CORDEE;Privé;126 rue DES ARTS;;;59100;ROUBAIX;711647.2;7065791.2;50.68882238845708;3.1645294803453607;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6888223885, 3.16452948035
0594288R;Collège Louise Michel;COLLEGE;LOUISE MICHEL;Public;14 rue DE CANNES;;;59000;LILLE;703280.5;7056567.9;50.60615198573479;3.046264386888319;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6061519857, 3.04626438689
0594292V;Section d'enseignement général et professionnel adapté du Collège Albert Samain;SEGPA;CLG ALBERT SAMAIN;Public;66 rue D'ALGER;;BP435;59058;ROUBAIX CEDEX 1;713894.5;7066739.4;50.69728494021451;3.196308238179532;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6972849402, 3.19630823818
0594373H;Ecole maternelle privée Saint Nicolas;ECOLE MATERNELLE PRIVEE;SAINT NICOLAS;Privé;191 avenue de Verdun;;;59100;ROUBAIX;714448.4;7065050.5;50.6821170068034;3.2040723036723784;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6821170068, 3.20407230367
0594376L;Ecole primaire Pasteur;ECOLE PRIMAIRE PUBLIQUE;PASTEUR-PARAINGAUX;Public;1 RUE DU PARC;;;59272;DON;694319.4;7050301.9;50.54989742244278;2.919976945626031;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5498974224, 2.91997694563
0594390B;Section d'enseignement général et professionnel adapté du Collège Anne Frank;SEGPA;CLG ANNE FRANK;Public;314 avenue DES NATIONS UNIES;;;59100;ROUBAIX;712443.8;7066374.9;50.6940448027289;3.1758006508446877;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6940448027, 3.17580065084
0594436B;Ecole maternelle La Roseraie;ECOLE MATERNELLE PUBLIQUE;LA ROSERAIE;Public;Rue de la Marne;;;59480;LA BASSEE;686221.9;7048788.7;50.53618965097807;2.805959539897784;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.536189651, 2.8059595399
0594452U;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;41 rue des Ecoles;;;59126;LINSELLES;705911.5;7071372.8;50.7389879853961;3.08358998082692;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7389879854, 3.08358998083
